13:00:46, 74C
13:00:47, 74C
13:00:48, 76C
13:00:49, 76C
13:00:50, 74C
13:00:51, 74C
13:00:52, 74C
13:00:53, 73C
13:00:54, 74C
13:00:55, 74C
13:00:56, 75C
13:00:57, 75C
13:00:58, 76C
13:00:59, 75C
13:01:00, 75C
13:01:01, 76C
13:01:02, 75C
13:01:04, 76C
13:01:05, 74C
13:01:06, 76C
13:01:07, 76C
13:01:08, 76C
13:01:09, 76C
13:01:10, 77C
13:01:11, 77C
13:01:12, 75C
13:01:13, 77C
13:01:14, 76C
13:01:15, 76C
13:01:16, 76C
13:01:33, 77C
13:01:34, 76C
13:01:35, 76C
13:01:36, 76C
13:01:37, 75C
13:01:38, 76C
13:01:39, 76C
13:01:40, 77C
13:01:41, 76C
13:01:42, 77C
13:01:43, 77C
13:01:44, 76C
13:01:45, 77C
13:01:46, 77C
13:01:47, 77C
13:01:48, 77C
13:01:49, 77C
13:01:50, 76C
13:01:51, 76C
13:01:56, 76C
13:01:57, 76C
13:01:58, 76C
13:01:59, 76C
13:02:00, 75C
13:02:01, 76C
13:02:02, 76C
13:02:03, 75C
13:02:04, 76C
13:02:05, 75C
13:02:06, 76C
13:02:07, 77C
13:02:08, 76C
13:02:09, 76C
13:02:10, 77C
13:02:11, 77C
13:02:12, 77C
13:02:13, 76C
13:02:14, 75C
13:02:15, 77C
13:02:16, 78C
13:02:17, 77C
13:02:18, 77C
13:02:19, 78C
13:02:20, 77C
13:02:21, 78C
13:02:22, 78C
13:02:23, 77C
13:02:24, 78C
13:02:25, 77C
13:02:26, 77C
13:02:27, 77C
13:02:28, 76C
13:02:31, 77C
13:02:32, 77C
13:02:33, 76C
13:02:34, 77C
13:02:35, 77C
13:02:36, 78C
13:02:37, 77C
13:02:38, 77C
13:02:39, 77C
13:02:40, 78C
13:02:41, 78C
13:02:42, 77C
13:02:43, 77C
13:02:44, 78C
13:02:45, 77C
13:02:46, 78C
13:02:47, 77C
13:02:48, 78C
13:02:49, 77C
13:02:50, 77C
13:02:51, 77C
13:02:53, 77C
13:02:54, 76C
13:02:55, 78C
13:02:56, 77C
13:02:57, 78C
13:02:58, 77C
13:02:59, 77C
13:03:00, 78C
13:03:01, 77C
13:03:02, 77C
13:03:03, 79C
13:03:04, 78C
13:03:05, 78C
13:03:06, 78C
13:03:07, 78C
13:03:08, 79C
13:03:09, 77C
13:03:10, 78C
13:03:11, 78C
13:03:12, 77C
13:03:13, 77C
13:03:14, 78C
13:03:15, 77C
13:03:16, 79C
13:03:17, 78C
13:03:18, 77C
13:03:19, 77C
13:03:20, 77C
13:03:21, 78C
13:03:23, 77C
13:03:24, 77C
13:03:25, 77C
13:03:26, 77C
13:03:27, 77C
13:03:28, 76C
13:03:29, 76C
13:03:30, 77C
13:03:31, 77C
13:03:32, 77C
13:03:33, 76C
13:03:34, 77C
13:03:35, 78C
13:03:36, 76C
13:03:37, 77C
13:03:38, 77C
13:03:39, 76C
13:03:42, 76C
13:03:43, 75C
13:03:44, 77C
13:03:45, 77C
13:03:46, 76C
13:03:47, 76C
13:03:48, 76C
13:03:49, 77C
13:03:50, 75C
13:03:51, 76C
13:03:52, 76C
13:03:53, 75C
13:03:54, 74C
13:03:55, 74C
13:03:56, 74C
13:03:57, 74C
13:03:58, 73C
13:03:59, 73C
13:04:00, 74C
13:04:01, 74C
13:04:02, 74C
13:04:03, 74C
13:04:04, 74C
13:04:05, 76C
13:04:06, 75C
13:04:07, 75C
13:04:08, 76C
13:04:09, 76C
13:04:10, 74C
13:04:11, 76C
13:04:12, 75C
13:04:13, 76C
13:04:14, 76C
13:04:15, 76C
13:04:16, 76C
13:04:17, 77C
13:04:18, 77C
13:04:19, 77C
13:04:20, 77C
13:04:21, 76C
13:04:22, 76C
13:04:23, 76C
13:04:24, 77C
13:04:25, 77C
13:04:26, 76C
13:04:27, 77C
13:04:28, 77C
13:04:29, 77C
13:04:30, 77C
13:04:31, 77C
13:04:32, 77C
13:04:33, 77C
13:04:34, 78C
13:04:35, 77C
13:04:36, 76C
13:04:37, 77C
13:04:38, 76C
13:04:42, 75C
13:04:43, 76C
13:04:44, 76C
13:04:45, 75C
13:04:46, 75C
13:04:47, 76C
13:04:48, 76C
13:04:49, 76C
13:04:50, 75C
13:04:51, 76C
13:04:52, 75C
13:04:53, 75C
13:04:54, 75C
13:04:55, 75C
13:04:56, 75C
13:04:57, 74C
13:04:58, 74C
13:04:59, 73C
13:05:00, 73C
13:05:01, 74C
13:05:02, 74C
13:05:03, 75C
13:05:04, 75C
13:05:05, 75C
13:05:06, 74C
13:05:07, 75C
13:05:08, 76C
13:05:09, 76C
13:05:10, 76C
13:05:11, 75C
13:05:12, 77C
13:05:13, 77C
13:05:14, 78C
13:05:15, 78C
13:05:16, 80C
13:05:17, 79C
13:05:19, 79C
13:05:20, 79C
13:05:21, 79C
13:05:22, 78C
13:05:23, 78C
13:05:24, 78C
13:05:25, 79C
13:05:26, 79C
13:05:27, 80C
13:05:28, 81C
13:05:29, 80C
13:05:30, 80C
13:05:31, 79C
13:05:32, 79C
13:05:33, 79C
13:05:34, 79C
13:05:35, 79C
13:05:36, 79C
13:05:37, 79C
13:05:38, 79C
13:05:39, 77C
13:05:42, 76C
13:05:43, 77C
13:05:44, 77C
13:05:45, 77C
13:05:46, 77C
13:05:47, 77C
13:05:48, 77C
13:05:49, 78C
13:05:50, 77C
13:05:51, 77C
13:05:52, 77C
13:05:53, 77C
13:05:54, 75C
13:05:55, 76C
13:05:56, 76C
13:05:57, 76C
13:05:58, 74C
13:05:59, 75C
13:06:00, 75C
13:06:01, 74C
13:06:02, 76C
13:06:03, 75C
13:06:04, 76C
13:06:05, 76C
13:06:06, 77C
13:06:07, 77C
13:06:08, 77C
13:06:09, 77C
13:06:10, 76C
13:06:11, 76C
13:06:12, 77C
13:06:13, 78C
13:06:14, 76C
13:06:15, 76C
13:06:16, 76C
13:06:17, 77C
13:06:18, 77C
13:06:19, 76C
13:06:20, 78C
13:06:21, 78C
13:06:22, 78C
13:06:23, 77C
13:06:24, 77C
13:06:25, 77C
13:06:26, 77C
13:06:27, 78C
13:06:28, 77C
13:06:29, 77C
13:06:30, 77C
13:06:31, 77C
13:06:32, 78C
13:06:33, 77C
13:06:34, 78C
13:06:35, 77C
13:06:36, 77C
13:06:37, 77C
13:06:38, 77C
13:06:42, 76C
13:06:43, 76C
13:06:44, 76C
13:06:45, 77C
13:06:46, 77C
13:06:47, 77C
13:06:48, 76C
13:06:49, 76C
13:06:50, 77C
13:06:51, 77C
13:06:52, 76C
13:06:53, 76C
13:06:54, 75C
13:06:55, 75C
13:06:56, 75C
13:06:57, 75C
13:06:58, 74C
13:06:59, 75C
13:07:00, 74C
13:07:01, 74C
13:07:02, 75C
13:07:03, 75C
13:07:04, 76C
13:07:05, 79C
13:07:06, 78C
13:07:07, 79C
13:07:08, 79C
13:07:09, 80C
13:07:10, 79C
13:07:11, 79C
13:07:12, 79C
13:07:13, 77C
13:07:14, 78C
13:07:15, 78C
13:07:16, 78C
13:07:17, 79C
13:07:18, 78C
13:07:19, 78C
13:07:20, 78C
13:07:21, 78C
13:07:22, 77C
13:07:23, 78C
13:07:24, 77C
13:07:25, 78C
13:07:26, 78C
13:07:27, 78C
13:07:28, 77C
13:07:29, 78C
13:07:30, 78C
13:07:31, 77C
13:07:32, 78C
13:07:33, 78C
13:07:34, 78C
13:07:35, 78C
13:07:36, 78C
13:07:37, 79C
13:07:38, 77C
13:07:41, 77C
13:07:42, 77C
13:07:43, 77C
13:07:44, 78C
13:07:45, 77C
13:07:46, 79C
13:07:47, 79C
13:07:48, 79C
13:07:49, 78C
13:07:50, 78C
13:07:51, 77C
13:07:52, 76C
13:07:53, 76C
13:07:54, 75C
13:07:55, 76C
13:07:56, 75C
13:07:57, 74C
13:07:58, 75C
13:07:59, 75C
13:08:00, 75C
13:08:01, 76C
13:08:02, 75C
13:08:03, 76C
13:08:04, 76C
13:08:05, 76C
13:08:06, 75C
13:08:07, 77C
13:08:08, 76C
13:08:09, 76C
13:08:10, 76C
13:08:11, 77C
13:08:12, 76C
13:08:13, 76C
13:08:14, 78C
13:08:15, 76C
13:08:16, 77C
13:08:17, 76C
13:08:18, 78C
13:08:19, 77C
13:08:20, 77C
13:08:21, 77C
13:08:22, 78C
13:08:23, 77C
13:08:24, 77C
13:08:25, 78C
13:08:26, 77C
13:08:27, 76C
13:08:28, 78C
13:08:30, 77C
13:08:31, 78C
13:08:32, 77C
13:08:33, 77C
13:08:34, 77C
13:08:35, 77C
13:08:36, 77C
13:08:37, 78C
13:08:38, 77C
13:08:39, 77C
13:08:40, 78C
13:08:41, 76C
13:08:42, 77C
13:08:44, 77C
13:08:45, 77C
13:08:46, 77C
13:08:47, 78C
13:08:48, 77C
13:08:49, 78C
13:08:50, 77C
13:08:51, 75C
13:08:52, 75C
13:08:53, 75C
13:08:54, 75C
13:08:55, 75C
13:08:56, 74C
13:08:57, 74C
13:08:58, 73C
13:08:59, 74C
13:09:00, 73C
13:09:01, 74C
13:09:02, 74C
13:09:03, 75C
13:09:04, 76C
13:09:05, 75C
13:09:06, 76C
13:09:07, 77C
13:09:08, 76C
13:09:09, 75C
13:09:10, 76C
13:09:11, 77C
13:09:12, 77C
13:09:13, 76C
13:09:14, 77C
13:09:15, 76C
13:09:16, 76C
13:09:17, 77C
13:09:18, 76C
13:09:19, 76C
13:09:20, 76C
13:09:21, 77C
13:09:22, 78C
13:09:23, 77C
13:09:24, 76C
13:09:25, 77C
13:09:26, 77C
13:09:27, 77C
13:09:28, 76C
13:09:29, 77C
13:09:30, 77C
13:09:31, 77C
13:09:32, 76C
13:09:33, 77C
13:09:34, 77C
13:09:35, 77C
13:09:36, 77C
13:09:37, 77C
13:09:38, 78C
13:09:39, 78C
13:09:40, 77C
13:09:41, 77C
13:09:45, 76C
13:09:46, 77C
13:09:47, 76C
13:09:48, 77C
13:09:49, 77C
13:09:50, 76C
13:09:51, 76C
13:09:52, 76C
13:09:53, 75C
13:09:54, 76C
13:09:55, 74C
13:09:56, 74C
13:09:57, 74C
13:09:58, 74C
13:09:59, 74C
13:10:00, 73C
13:10:01, 74C
13:10:02, 74C
13:10:03, 75C
13:10:04, 76C
13:10:05, 76C
13:10:06, 76C
13:10:07, 76C
13:10:08, 77C
13:10:09, 76C
13:10:10, 77C
13:10:11, 76C
13:10:12, 76C
13:10:13, 77C
13:10:14, 78C
13:10:15, 77C
13:10:16, 76C
13:10:17, 78C
13:10:18, 77C
13:10:19, 77C
13:10:20, 77C
13:10:21, 78C
13:10:22, 77C
13:10:23, 78C
13:10:24, 76C
13:10:25, 76C
13:10:26, 77C
13:10:27, 77C
13:10:28, 78C
13:10:29, 77C
13:10:30, 76C
13:10:31, 77C
13:10:32, 77C
13:10:33, 78C
13:10:34, 78C
13:10:35, 77C
13:10:36, 78C
13:10:39, 76C
13:10:40, 76C
13:10:41, 75C
13:10:42, 77C
13:10:43, 77C
13:10:44, 77C
13:10:45, 77C
13:10:46, 77C
13:10:47, 77C
13:10:48, 77C
13:10:49, 76C
13:10:50, 77C
13:10:51, 76C
13:10:52, 76C
13:10:53, 75C
13:10:54, 75C
13:10:55, 75C
13:10:56, 75C
13:10:57, 74C
13:10:58, 74C
13:10:59, 74C
13:11:00, 74C
13:11:01, 74C
13:11:02, 75C
13:11:03, 75C
13:11:04, 76C
13:11:05, 75C
13:11:06, 75C
13:11:07, 76C
13:11:08, 76C
13:11:09, 76C
13:11:10, 77C
13:11:11, 77C
13:11:12, 77C
13:11:13, 77C
13:11:14, 78C
13:11:15, 76C
13:11:16, 77C
13:11:17, 77C
13:11:18, 78C
13:11:19, 77C
13:11:20, 78C
13:11:21, 77C
13:11:22, 78C
13:11:23, 78C
13:11:24, 78C
13:11:25, 77C
13:11:26, 78C
13:11:27, 79C
13:11:28, 78C
13:11:29, 78C
13:11:30, 78C
13:11:31, 77C
13:11:32, 78C
13:11:33, 77C
13:11:34, 77C
13:11:35, 78C
13:11:36, 77C
13:11:37, 76C
13:11:41, 76C
13:11:42, 78C
13:11:43, 77C
13:11:44, 77C
13:11:45, 77C
13:11:46, 77C
13:11:47, 77C
13:11:48, 77C
13:11:49, 78C
13:11:50, 78C
13:11:51, 76C
13:11:52, 76C
13:11:53, 76C
13:11:54, 74C
13:11:55, 75C
13:11:56, 75C
13:11:57, 76C
13:11:58, 74C
13:11:59, 74C
13:12:00, 74C
13:12:01, 74C
13:12:02, 75C
13:12:03, 76C
13:12:04, 76C
13:12:05, 77C
13:12:06, 76C
13:12:07, 76C
13:12:08, 76C
13:12:09, 76C
13:12:10, 77C
13:12:11, 77C
13:12:13, 76C
13:12:14, 78C
13:12:15, 77C
13:12:16, 77C
13:12:17, 77C
13:12:18, 77C
13:12:19, 76C
13:12:20, 77C
13:12:21, 77C
13:12:22, 77C
13:12:23, 78C
13:12:24, 77C
13:12:25, 77C
13:12:26, 77C
13:12:27, 77C
13:12:28, 76C
13:12:29, 77C
13:12:30, 76C
13:12:31, 77C
13:12:32, 76C
13:12:33, 77C
13:12:34, 77C
13:12:35, 78C
13:12:36, 76C
13:12:37, 77C
13:12:38, 77C
13:12:39, 77C
13:12:40, 78C
13:12:41, 77C
13:12:43, 77C
13:12:44, 77C
13:12:45, 77C
13:12:46, 77C
13:12:47, 78C
13:12:48, 77C
13:12:49, 78C
13:12:50, 78C
13:12:51, 76C
13:12:52, 76C
13:12:53, 75C
13:12:54, 75C
13:12:55, 75C
13:12:56, 75C
13:12:57, 74C
13:12:58, 74C
13:12:59, 74C
13:13:00, 74C
13:13:01, 74C
13:13:02, 75C
13:13:03, 76C
13:13:04, 77C
13:13:05, 76C
13:13:06, 76C
13:13:07, 76C
13:13:08, 77C
13:13:09, 77C
13:13:10, 77C
13:13:11, 76C
13:13:12, 76C
13:13:13, 76C
13:13:14, 77C
13:13:15, 77C
13:13:16, 78C
13:13:17, 76C
13:13:18, 78C
13:13:19, 77C
13:13:20, 77C
13:13:21, 77C
13:13:22, 78C
13:13:23, 77C
13:13:24, 77C
13:13:25, 76C
13:13:26, 77C
13:13:27, 77C
13:13:28, 77C
13:13:29, 77C
13:13:30, 77C
13:13:31, 77C
13:13:32, 77C
13:13:33, 77C
13:13:35, 77C
13:13:36, 78C
13:13:37, 77C
13:13:38, 78C
13:13:39, 76C
13:13:42, 76C
13:13:43, 76C
13:13:44, 77C
13:13:45, 77C
13:13:46, 78C
13:13:47, 79C
13:13:48, 77C
13:13:49, 78C
13:13:50, 78C
13:13:51, 77C
13:13:52, 76C
13:13:53, 75C
13:13:54, 74C
13:13:55, 75C
13:13:56, 74C
13:13:57, 74C
13:13:58, 75C
13:13:59, 74C
13:14:00, 74C
13:14:01, 75C
13:14:02, 74C
13:14:03, 76C
13:14:04, 75C
13:14:05, 75C
13:14:06, 76C
13:14:07, 77C
13:14:08, 76C
13:14:09, 77C
13:14:10, 76C
13:14:11, 76C
13:14:12, 75C
13:14:13, 77C
13:14:14, 77C
13:14:15, 77C
13:14:16, 78C
13:14:17, 77C
13:14:18, 77C
13:14:19, 77C
13:14:20, 77C
13:14:21, 76C
13:14:22, 76C
13:14:23, 77C
13:14:24, 77C
13:14:25, 77C
13:14:26, 77C
13:14:27, 78C
13:14:28, 78C
13:14:29, 77C
13:14:30, 78C
13:14:31, 77C
13:14:32, 77C
13:14:33, 77C
13:14:34, 79C
13:14:35, 77C
13:14:36, 77C
13:14:39, 76C
13:14:40, 76C
13:14:41, 77C
13:14:42, 77C
13:14:43, 77C
13:14:44, 76C
13:14:45, 76C
13:14:46, 77C
13:14:47, 77C
13:14:48, 78C
13:14:49, 76C
13:14:50, 76C
13:14:51, 76C
13:14:52, 75C
13:14:53, 76C
13:14:54, 75C
13:14:55, 74C
13:14:56, 74C
13:14:57, 74C
13:14:58, 74C
13:14:59, 73C
13:15:00, 73C
13:15:01, 74C
13:15:02, 75C
13:15:03, 76C
13:15:04, 76C
13:15:05, 75C
13:15:06, 77C
13:15:07, 76C
13:15:08, 77C
13:15:09, 76C
13:15:10, 78C
13:15:11, 76C
13:15:12, 76C
13:15:13, 77C
13:15:14, 77C
13:15:15, 77C
13:15:16, 78C
13:15:17, 78C
13:15:18, 78C
13:15:19, 77C
13:15:20, 79C
13:15:21, 77C
13:15:22, 78C
13:15:23, 77C
13:15:24, 77C
13:15:25, 79C
13:15:26, 78C
13:15:27, 78C
13:15:28, 78C
13:15:29, 77C
13:15:30, 77C
13:15:31, 78C
13:15:32, 79C
13:15:33, 78C
13:15:34, 77C
13:15:35, 76C
13:15:42, 75C
13:15:43, 77C
13:15:44, 77C
13:15:45, 77C
13:15:46, 78C
13:15:47, 76C
13:15:48, 77C
13:15:49, 76C
13:15:50, 76C
13:15:51, 78C
13:15:52, 77C
13:15:53, 77C
13:15:54, 75C
13:15:55, 76C
13:15:56, 76C
13:15:57, 74C
13:15:58, 74C
13:15:59, 74C
13:16:00, 74C
13:16:01, 74C
13:16:02, 74C
13:16:03, 75C
13:16:04, 76C
13:16:05, 75C
13:16:06, 76C
13:16:07, 76C
13:16:08, 76C
13:16:09, 76C
13:16:10, 76C
13:16:11, 77C
13:16:12, 76C
13:16:13, 76C
13:16:14, 76C
13:16:15, 77C
13:16:16, 78C
13:16:17, 77C
13:16:18, 77C
13:16:19, 76C
13:16:20, 77C
13:16:21, 76C
13:16:22, 77C
13:16:23, 76C
13:16:24, 78C
13:16:25, 77C
13:16:26, 77C
13:16:27, 76C
13:16:28, 76C
13:16:29, 78C
13:16:30, 78C
13:16:31, 77C
13:16:32, 77C
13:16:33, 78C
13:16:34, 77C
13:16:35, 77C
13:16:36, 77C
13:16:38, 77C
13:16:39, 77C
13:16:40, 76C
13:16:41, 77C
13:16:42, 77C
13:16:43, 77C
13:16:44, 77C
13:16:45, 77C
13:16:46, 77C
13:16:47, 77C
13:16:48, 78C
13:16:49, 78C
13:16:50, 77C
13:16:51, 76C
13:16:52, 75C
13:16:53, 76C
13:16:54, 76C
13:16:55, 76C
13:16:56, 75C
13:16:57, 74C
13:16:58, 74C
13:16:59, 74C
13:17:00, 73C
13:17:01, 75C
13:17:02, 74C
13:17:03, 74C
13:17:04, 76C
13:17:05, 75C
13:17:06, 75C
13:17:07, 78C
13:17:08, 76C
13:17:09, 76C
13:17:10, 76C
13:17:11, 77C
13:17:12, 77C
13:17:13, 78C
13:17:14, 77C
13:17:15, 76C
13:17:16, 77C
13:17:17, 76C
13:17:18, 77C
13:17:19, 77C
13:17:20, 76C
13:17:21, 77C
13:17:22, 78C
13:17:23, 77C
13:17:24, 77C
13:17:25, 77C
13:17:26, 77C
13:17:27, 77C
13:17:28, 78C
13:17:29, 77C
13:17:30, 78C
13:17:31, 78C
13:17:32, 77C
13:17:33, 77C
13:17:34, 78C
13:17:35, 77C
13:17:36, 76C
13:17:39, 77C
13:17:40, 78C
13:17:41, 77C
13:17:42, 77C
13:17:43, 77C
13:17:44, 77C
13:17:45, 77C
13:17:46, 77C
13:17:47, 78C
13:17:48, 78C
13:17:49, 77C
13:17:50, 77C
13:17:51, 75C
13:17:52, 76C
13:17:53, 75C
13:17:54, 76C
13:17:55, 75C
13:17:56, 74C
13:17:57, 74C
13:17:58, 73C
13:17:59, 74C
13:18:00, 74C
13:18:01, 75C
13:18:02, 75C
13:18:03, 76C
13:18:04, 75C
13:18:05, 75C
13:18:06, 76C
13:18:07, 76C
13:18:08, 76C
13:18:09, 77C
13:18:10, 77C
13:18:11, 77C
13:18:12, 76C
13:18:13, 76C
13:18:14, 76C
13:18:15, 77C
13:18:16, 77C
13:18:17, 76C
13:18:18, 77C
13:18:19, 77C
13:18:20, 77C
13:18:21, 77C
13:18:22, 78C
13:18:23, 78C
13:18:24, 77C
13:18:25, 77C
13:18:26, 77C
13:18:27, 78C
13:18:28, 78C
13:18:29, 78C
13:18:30, 78C
13:18:31, 78C
13:18:32, 77C
13:18:33, 77C
13:18:34, 78C
13:18:35, 77C
13:18:36, 77C
13:18:37, 77C
13:18:38, 77C
13:18:39, 77C
13:18:40, 76C
13:18:41, 76C
13:18:44, 77C
13:18:45, 78C
13:18:46, 77C
13:18:47, 79C
13:18:48, 78C
13:18:49, 77C
13:18:50, 75C
13:18:51, 75C
13:18:52, 75C
13:18:53, 74C
13:18:54, 74C
13:18:55, 75C
13:18:56, 74C
13:18:57, 74C
13:18:58, 74C
13:18:59, 74C
13:19:00, 75C
13:19:01, 75C
13:19:02, 76C
13:19:03, 75C
13:19:04, 76C
13:19:05, 76C
13:19:06, 76C
13:19:07, 77C
13:19:08, 76C
13:19:09, 77C
13:19:10, 77C
13:19:11, 77C
13:19:12, 77C
13:19:13, 77C
13:19:14, 77C
13:19:15, 78C
13:19:16, 76C
13:19:17, 78C
13:19:18, 78C
13:19:19, 79C
13:19:20, 77C
13:19:21, 78C
13:19:22, 78C
13:19:23, 78C
13:19:24, 78C
13:19:25, 77C
13:19:26, 77C
13:19:27, 78C
13:19:28, 77C
13:19:29, 77C
13:19:30, 78C
13:19:31, 78C
13:19:32, 77C
13:19:33, 79C
13:19:34, 77C
13:19:35, 78C
13:19:36, 78C
13:19:37, 77C
13:19:38, 78C
13:19:39, 78C
13:19:40, 77C
13:19:42, 78C
13:19:43, 78C
13:19:44, 78C
13:19:45, 78C
13:19:46, 77C
13:19:47, 77C
13:19:48, 78C
13:19:49, 78C
13:19:50, 77C
13:19:51, 77C
13:19:52, 76C
13:19:53, 76C
13:19:54, 75C
13:19:55, 74C
13:19:56, 74C
13:19:57, 75C
13:19:58, 75C
13:19:59, 74C
13:20:00, 74C
13:20:01, 75C
13:20:02, 76C
13:20:03, 77C
13:20:04, 77C
13:20:05, 76C
13:20:06, 77C
13:20:07, 77C
13:20:08, 76C
13:20:09, 78C
13:20:10, 77C
13:20:11, 77C
13:20:12, 78C
13:20:13, 77C
13:20:14, 77C
13:20:15, 78C
13:20:16, 78C
13:20:17, 77C
13:20:18, 78C
